iso_2,iso_3,continent,country,year,rate,gdp,oecd,eu27,gseven,gtwenty,brics,data_source,retrieval_date,notes
IN,IND,AS,India,1985,55.0,348.438354492188,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1986,50.0,365.081726074219,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1987,50.0,379.558532714844,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1988,50.0,416.1015625,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1989,50.0,440.848571777344,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1990,50.0,465.242736816406,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1991,40.0,470.159545898438,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1992,45.0,495.935577392578,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1993,45.0,519.496337890625,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1994,45.0,554.089233398438,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1995,40.0,596.058654785156,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1996,40.0,641.058227539062,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1997,35.0,667.019958496094,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1998,35.0,708.271240234375,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1999,35.0,770.923156738281,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2000,38.5,800.534240722656,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2001,39.55,839.151794433594,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2002,35.7,871.072875976562,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2003,36.75,939.542541503906,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2004,35.875,1013.98193359375,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2005,36.5935,1094.32397460938,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2006,33.66,1182.53466796875,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2007,33.99,1273.12646484375,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2008,33.99,1312.42395019531,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2009,33.99,1415.60522460938,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2010,33.99,1535.8974609375,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2011,32.44,1616.39916992188,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2012,32.45,1704.595703125,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2013,33.99,1813.45300292969,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2014,33.99,1947.83410644531,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2015,34.61,2103.587890625,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2016,34.61,2277.26635742188,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2017,34.61,2437.6728515625,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2018,35.0,2586.8486328125,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2019,30.0,2716.80834960938,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2020,30.0,2536.84519626337,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2021,30.0,2758.75316562118,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2022,30.0,2945.93633270442,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2023,30.0,3122.47706884914,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1970,,201.528930664062,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1971,,204.839920043945,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1972,,203.706527709961,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1973,,210.419723510742,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1974,,212.91389465332,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1975,,232.39533996582,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1976,,236.260314941406,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1977,,253.400436401367,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1978,,267.876007080078,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,1979,,253.844192504883,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2024,,3311.76432661311,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2025,,3511.44687847842,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2026,,3722.13369118713,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2027,,3945.46171265835,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2028,,4182.18941541786,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2029,,4433.12078034293,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2030,,4690.24179405832,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2031,,4962.27582705963,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
IN,IND,AS,India,2032,,5250.08783449388,0,0,0,1,1,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1980,,2213.07250976562,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1981,,2306.22802734375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1982,,2382.62109375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1983,,2466.56176757812,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1984,,2577.60620117188,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1985,,2712.50219726562,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1986,,2802.73413085938,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1987,,2935.322265625,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1988,,3134.48461914062,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1989,,3286.75903320312,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1990,49.98,3447.5703125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1991,49.98,3565.39111328125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1992,49.98,3595.62817382812,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1993,49.98,3577.00561523438,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1994,49.98,3612.52783203125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1995,49.98,3711.58837890625,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1996,49.98,3826.6474609375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1997,49.98,3867.82397460938,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1998,46.36,3824.17895507812,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1999,48.0,3814.5439453125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2000,40.87,3920.57421875,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2001,40.87,3936.5048828125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2002,40.87,3941.14965820312,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2003,40.87,4001.37890625,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2004,39.54,4089.59692382812,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2005,39.54,4157.59375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2006,39.54,4216.6318359375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2007,39.54,4286.38232421875,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2008,39.54,4239.50927734375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2009,39.54,4009.8798828125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2010,39.54,4177.96337890625,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2011,39.54,4173.1416015625,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2012,39.54,4235.53369140625,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2013,36.99,4320.25537109375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2014,36.99,4336.4443359375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2015,32.11,4389.4755859375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2016,29.97,4412.38623046875,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2017,29.97,4508.0595703125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2018,29.74,4522.63037109375,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2019,29.74,4552.21533203125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2020,29.74,4344.38920348346,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2021,29.74,4418.76032053234,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2022,29.74,4507.13552694299,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2023,29.74,4592.7711019549,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1970,,1430.17626953125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1971,,1497.38024902344,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1972,,1623.36291503906,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1973,,1753.76135253906,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1974,,1732.27355957031,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1975,,1785.828125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1976,,1856.814453125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1977,,1938.33483886719,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1978,,2040.52270507812,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,1979,,2152.42578125,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2024,,4643.29158407641,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2025,,4682.41311052752,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2026,,4719.87241596993,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2027,,4757.63139586034,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2028,,4795.69244759438,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2029,,4834.05798774682,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2030,,4867.89639308479,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2031,,4901.97166725608,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
JP,JPN,AS,Japan,2032,,4936.28546834251,1,0,1,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1980,,154.622055053711,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1981,,165.826248168945,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1982,,179.652969360352,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1983,,203.683654785156,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1984,,225.175628662109,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1985,,242.826843261719,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1986,,270.332489013672,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1987,,304.728729248047,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1988,,341.258758544922,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1989,,365.395629882812,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1990,,401.48779296875,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
KR,KOR,AS,Republic of Korea,1991,,444.760345458984,1,0,0,1,0,TaxFoundation_worldwide_corporate_tax_rates,2026-05-01,Statutory top corporate income tax rate; sourced from OECD/PwC/Bloomberg/national authorities
