spec_section,india_mean_cci,cheapest_hub_iso,cheapest_hub_name,cheapest_hub_cci,shift_constant,india_cci_shifted,cheapest_hub_cci_shifted,break_even_s_star,break_even_s_star_pct,ism_statutory_ceiling_pct,cushion_below_ceiling_pct,taiwan_status,hub_set,formula,interpretation
Synopsis §5.4 (RQ4 break-even policy translation),0.47432,VNM,Vietnam,-0.540353,5.0,5.47432,4.459647,0.185351,18.5351,50.0,31.4649,absent (Deviation C: 1980 IMF/WB expulsion per UN Res 2758),"KOR,MYS,VNM","s* = 1 - (CCI_cheapest_shifted / CCI_India_shifted), z-scores shifted by +5",India needs ~18.5% subsidy to match VNM on CCI
