reporter_code,reporter_name,year,hs_code,segment,flow,trade_value_usd,quantity,data_source,retrieval_date,reporter_iso3
458,Malaysia,2023,3818,Raw_Materials,Import,1006865288.973,224866345.73,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,3818,Raw_Materials,Import,603362272.55,9396728.17,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,3818,Raw_Materials,Import,983203691.614,193486205.799,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,3818,Raw_Materials,Import,583412680.44,57218098.939,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,3818,Raw_Materials,Import,199593977.3,131629683.703,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,3818,Raw_Materials,Import,200197033.874,4638423.158,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2016,8486,Equipment,Import,757170558.0,,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8486,Equipment,Import,1313718947.967,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8486,Equipment,Import,611341524.475,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8486,Equipment,Import,342163895.18,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8486,Equipment,Import,360213528.313,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8486,Equipment,Import,1177616502.308,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8486,Equipment,Import,627193594.78,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8486,Equipment,Import,198312085.522,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8486,Equipment,Import,352110822.006,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8486,Equipment,Import,1148718242.109,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8486,Equipment,Import,515991692.174,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8486,Equipment,Import,278592331.995,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8486,Equipment,Import,354134217.94,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8486,Equipment,Import,975648073.998,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8486,Equipment,Import,455425575.755,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8486,Equipment,Import,212608224.324,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8486,Equipment,Import,307614273.918,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8486,Equipment,Import,1612394269.714,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8486,Equipment,Import,754315700.19,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8486,Equipment,Import,316177049.03,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8486,Equipment,Import,541901520.494,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8486,Equipment,Import,2378188990.495,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8486,Equipment,Import,1398888343.09,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8486,Equipment,Import,387933099.558,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8486,Equipment,Import,591367547.847,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8486,Equipment,Import,2416584551.548,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8486,Equipment,Import,1292837905.454,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8486,Equipment,Import,523419361.131,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8486,Equipment,Import,600327284.962,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8486,Equipment,Import,4249304186.416,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8486,Equipment,Import,2630730093.613,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8486,Equipment,Import,984510656.342,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8486,Equipment,Import,634063436.461,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2016,8541,Devices,Import,3562307462.0,,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8541,Devices,Import,3721149829.622,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8541,Devices,Import,2405189753.433,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8541,Devices,Import,452685155.26,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8541,Devices,Import,863274920.929,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8541,Devices,Import,3780629101.77,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8541,Devices,Import,2302583663.107,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8541,Devices,Import,596309521.174,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8541,Devices,Import,881735917.488,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8541,Devices,Import,3038525233.945,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8541,Devices,Import,1893732491.137,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8541,Devices,Import,434659809.418,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8541,Devices,Import,710132933.389,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8541,Devices,Import,3280836384.429,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8541,Devices,Import,2108551529.156,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8541,Devices,Import,519792378.897,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8541,Devices,Import,652492476.376,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8541,Devices,Import,4180077063.533,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8541,Devices,Import,2559045361.896,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8541,Devices,Import,734603371.077,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8541,Devices,Import,886428330.559,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8541,Devices,Import,4438618273.036,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8541,Devices,Import,2855889788.258,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8541,Devices,Import,603881836.531,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8541,Devices,Import,978846648.247,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8541,Devices,Import,4557930046.836,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8541,Devices,Import,2983520787.927,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8541,Devices,Import,705153414.796,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8541,Devices,Import,869255844.113,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8541,Devices,Import,4196385116.558,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8541,Devices,Import,2913689500.124,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8541,Devices,Import,487324044.884,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8541,Devices,Import,795371571.55,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2016,8542,ICs,Import,24872734567.0,,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8542,ICs,Import,31036547735.916,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8542,ICs,Import,23187152339.717,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8542,ICs,Import,379602994.778,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2017,8542,ICs,Import,7469792401.421,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8542,ICs,Import,34852586328.273,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8542,ICs,Import,25711561779.623,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8542,ICs,Import,261186896.008,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2018,8542,ICs,Import,8879837652.642,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8542,ICs,Import,31927095315.971,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8542,ICs,Import,23767081112.088,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8542,ICs,Import,241805977.33,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2019,8542,ICs,Import,7918208226.553,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8542,ICs,Import,33372135360.9,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8542,ICs,Import,25550660616.536,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8542,ICs,Import,348450919.413,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2020,8542,ICs,Import,7473023824.951,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8542,ICs,Import,42808589696.161,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8542,ICs,Import,33866215591.68,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8542,ICs,Import,407101276.28,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2021,8542,ICs,Import,8535272828.201,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8542,ICs,Import,53537634824.92,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8542,ICs,Import,42138696674.194,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8542,ICs,Import,456422104.6,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2022,8542,ICs,Import,10942516046.127,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8542,ICs,Import,43922494636.872,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8542,ICs,Import,34444073594.269,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8542,ICs,Import,559392356.186,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2023,8542,ICs,Import,8919028686.416,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8542,ICs,Import,54175551271.316,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8542,ICs,Import,43308756393.713,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8542,ICs,Import,532253305.91,0.0,Comtrade_API_real,2026-04-26,MYS
458,Malaysia,2024,8542,ICs,Import,10334541571.693,0.0,Comtrade_API_real,2026-04-26,MYS
704,Vietnam,2016,3818,Raw_Materials,Import,100497761.3,207344.865,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2017,3818,Raw_Materials,Import,223503746.4,452916.164,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2018,3818,Raw_Materials,Import,160079607.68,264451.4,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2019,3818,Raw_Materials,Import,165247762.02,267643.014,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2020,3818,Raw_Materials,Import,348814190.993,457280.45,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2021,3818,Raw_Materials,Import,684987088.709,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,3818,Raw_Materials,Import,1296703344.988,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,3818,Raw_Materials,Import,11117614.181,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,3818,Raw_Materials,Import,892052626.223,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,3818,Raw_Materials,Import,393533104.584,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,3818,Raw_Materials,Import,1245417105.958,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,3818,Raw_Materials,Import,956893.618,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,3818,Raw_Materials,Import,409717457.137,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,3818,Raw_Materials,Import,834742755.203,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2016,8486,Equipment,Import,227574127.13,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2017,8486,Equipment,Import,347397929.6,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2018,8486,Equipment,Import,543666371.85,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2019,8486,Equipment,Import,548667198.19,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2020,8486,Equipment,Import,386030996.442,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2021,8486,Equipment,Import,456223589.572,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8486,Equipment,Import,352630318.173,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8486,Equipment,Import,73393355.37,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8486,Equipment,Import,218716342.946,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8486,Equipment,Import,56999024.651,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8486,Equipment,Import,3521595.206,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8486,Equipment,Import,580333321.872,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8486,Equipment,Import,37901450.932,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8486,Equipment,Import,294515509.392,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8486,Equipment,Import,247680274.739,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8486,Equipment,Import,236086.809,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2016,8541,Devices,Import,1731403634.58,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2017,8541,Devices,Import,2039864290.6,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2018,8541,Devices,Import,2962605914.85,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2019,8541,Devices,Import,4556232253.68,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2020,8541,Devices,Import,6292018509.019,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2021,8541,Devices,Import,4521085707.094,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8541,Devices,Import,5117870911.978,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8541,Devices,Import,2636424009.859,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8541,Devices,Import,1424710846.656,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8541,Devices,Import,1044366622.202,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8541,Devices,Import,12369433.259,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8541,Devices,Import,5651006272.022,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8541,Devices,Import,3384001037.709,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8541,Devices,Import,1339079823.513,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8541,Devices,Import,899409561.471,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8541,Devices,Import,28515849.329,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2016,8542,ICs,Import,16263310530.65,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2017,8542,ICs,Import,21049567769.8,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2018,8542,ICs,Import,24160108765.29,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2019,8542,ICs,Import,30615473277.68,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2020,8542,ICs,Import,39140771099.674,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2021,8542,ICs,Import,47889802727.565,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8542,ICs,Import,54343666981.446,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8542,ICs,Import,48315403076.652,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8542,ICs,Import,3870127853.676,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8542,ICs,Import,2103268340.272,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2022,8542,ICs,Import,54867710.847,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8542,ICs,Import,48094143393.981,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8542,ICs,Import,42481859540.034,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8542,ICs,Import,3681218230.855,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8542,ICs,Import,1809072169.354,0.0,Comtrade_API_real,2026-04-26,VNM
704,Vietnam,2023,8542,ICs,Import,121993453.737,0.0,Comtrade_API_real,2026-04-26,VNM
276,Germany,2016,3818,Raw_Materials,Import,565593033.138,2443783.452,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,433403589.705,1583792.925,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,54021884.709,700848.895,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,2376.739,10.269,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,74520945.604,152532.075,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,498286.514,2675.289,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,3145949.866,3924.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,547921388.13,2430895.071,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,415798117.194,1570906.544,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,54021884.709,700848.895,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,2376.739,10.269,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,74454773.107,152530.075,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,498286.514,2675.289,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,3145949.866,3924.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,17665539.399,12862.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,17599366.902,12860.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,66172.497,2.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,6105.609,26.381,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,6105.609,26.381,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,274320.872,2278.476,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,274320.872,2278.476,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,274320.872,2278.476,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,274320.872,2278.476,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,427623.883,67.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,427623.883,67.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,427623.883,67.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,427623.883,67.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,2766.224,8.717,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,2766.224,8.717,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,2766.224,8.717,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,2766.224,8.717,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,13162745.743,140072.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,6535020.92,57377.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,6627724.822,82695.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,13162745.743,140072.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,6535020.92,57377.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,6627724.822,82695.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,98.478,0.425,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,98.478,0.425,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,98.478,0.425,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,98.478,0.425,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,12117.166,92.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,12117.166,92.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,12117.166,92.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,12117.166,92.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,450.341,2.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,450.341,2.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,450.341,2.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,450.341,2.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,159503.778,7208.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,159503.778,7208.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,159503.778,7208.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,159503.778,7208.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,73070743.978,218615.903,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,73067157.845,218600.408,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,3586.132,15.495,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,71873777.959,217691.903,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,71870191.827,217676.408,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,3586.132,15.495,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,1196966.018,924.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,1196966.018,924.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,67962111.924,544305.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,43037664.057,264169.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,24924447.867,280136.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,53890852.012,537202.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,28966404.145,257066.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,24924447.867,280136.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,14071259.912,7103.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,14071259.912,7103.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,98716.565,44.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,98716.565,44.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,98716.565,44.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,98716.565,44.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,9398.522,38.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,9398.522,38.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,9398.522,38.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,9398.522,38.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,155821.381,286.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,144958.974,283.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,10862.407,3.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,155821.381,286.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,144958.974,283.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,10862.407,3.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,1106.489,4.781,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,165.973,0.717,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,940.516,4.064,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,1106.489,4.781,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,165.973,0.717,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,940.516,4.064,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,825.441,4.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,825.441,4.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,825.441,4.0,Comtrade_API_real,2026-04-26,DEU
276,Germany,2016,3818,Raw_Materials,Import,825.441,4.0,Comtrade_API_real,2026-04-26,DEU
